key,tables,isKeeper,label1,label2,label3,label4,shortDesc,sign,unit,tipTitle,mainTip,teamTip,playerTip,isLabeled
atr2FgPctS12,"pgps,taps,paps,tgps",TRUE,FG%,ATR2 FG% (10-20s),At Rim FG% (10-20s on Shot Clock),At The Rim FG% with 10-20 Secs on Shot Clock,NA,pos,pct,At The Rim FG% with 10-20 Secs on Shot Clock,Field goal percentage on shots taken at the rim with 10 - 20 seconds remaining on the shot clock.,NA,NA,TRUE
atr2FgPctS23,"pgps,taps,paps,tgps",TRUE,FG%,ATR2 FG% (20-30s),At Rim FG% (20-30s on Shot Clock),At The Rim FG% with 20-30 Secs on Shot Clock,NA,pos,pct,At The Rim FG% with 20-30 Secs on Shot Clock,Field goal percentage on shots taken at the rim with 20 - 30 seconds remaining on the shot clock.,NA,NA,TRUE
atr2Fga,"ppps,pgps,tpps,taps,paps,lu,tgps,oo",TRUE,FGA,ATR2 FGA,At Rim FGA,At The Rim FGA,NA,pos,int,At The Rim Field Goal Attempts,"Field goal attempts at the rim, within 4.5 feet of the basket.",NA,NA,TRUE
atr2FgaFreq,"ppps,pgps,tpps,taps,paps,lu,tgps,oo",TRUE,FGA%,ATR2 FGA%,At Rim FGA%,At The Rim FGA%,NA,pos,pct,At The Rim Field Goal Attempt Frequency,"Percentage of shots taken at the rim, within 4.5 feet of the basket.",NA,NA,TRUE
atr2FgaFreqAllS01,"pgps,taps,paps,tgps",TRUE,FGA%,ATR2 FGA% (0-10s) A,At Rim FGA% (0-10s) % All,At The Rim FGA% (0-10s) % of all shots,NA,pos,pct,"At The Rim FGA Freq, 0 - 10 Seconds Left on Shot Clock (% of all shots)",Percentage of all shots taken that were at the rim with 0 - 10 seconds remaining on the shot clock.,NA,NA,TRUE
atr2FgaFreqAllS12,"pgps,taps,paps,tgps",TRUE,FGA%,ATR2 FGA% (10-20s) A,At Rim FGA% (10-20s) % All,At The Rim FGA% (10-20s) % of all shots,NA,pos,pct,"At The Rim FGA Freq, 10 - 20 Seconds Left on Shot Clock (% of all shots)",Percentage of all shots taken that were at the rim with 10 - 20 seconds remaining on the shot clock.,NA,NA,TRUE
atr2FgaFreqAllS23,"pgps,taps,paps,tgps",TRUE,FGA%,ATR2 FGA% (20-30s) A,At Rim FGA% (20-30s) % All,At The Rim FGA% (20-30s) % of all shots,NA,pos,pct,"At The Rim FGA Freq, 20 - 30 Seconds Left on Shot Clock (% of all shots)",Percentage of all shots taken that were at the rim with 20 - 30 seconds remaining on the shot clock.,NA,NA,TRUE
atr2FgaFreqClockS01,"pgps,taps,paps,tgps",TRUE,FGA%,ATR2 FGA% (0-10s) C,At Rim FGA% (0-10s) % Clock,At The Rim FGA% (0-10s) % of 0-10s shots,NA,pos,pct,"At The Rim FGA Freq, 0 - 10 Seconds Left on Shot Clock (% of 0 - 10s shots)",Percentage of all shots taken with 0 - 10 seconds remaining on the shot clock that were at the rim.,NA,NA,TRUE
atr2FgaFreqClockS12,"pgps,taps,paps,tgps",TRUE,FGA%,ATR2 FGA% (10-20s) C,At Rim FGA% (10-20s) % Clock,At The Rim FGA% (10-20s) % of 10-20s shots,NA,pos,pct,"At The Rim FGA Freq, 10 - 20 Seconds Left on Shot Clock (% of 10 - 20s shots)",Percentage of all shots taken with 10 - 20 seconds remaining on the shot clock that were at the rim.,NA,NA,TRUE
atr2FgaFreqClockS23,"pgps,taps,paps,tgps",TRUE,FGA%,ATR2 FGA% (20-30s) C,At Rim FGA% (20-30s) % Clock,At The Rim FGA% (20-30s) % of 20-30s shots,NA,pos,pct,"At The Rim FGA Freq, 20 - 30 Seconds Left on Shot Clock (% of 20 - 30s shots)",Percentage of all shots taken with 20 - 30 seconds remaining on the shot clock that were at the rim.,NA,NA,TRUE
atr2FgaFreqZoneS01,"pgps,taps,paps,tgps",TRUE,FGA%,ATR2 FGA% (0-10s) Z,At Rim FGA% (0-10s) % ATR,At The Rim FGA% (0-10s) % of ATR,NA,pos,pct,"At The Rim FGA Freq, 0 - 10 Seconds Left on Shot Clock (% of ATR)",Percentage of all shots at the rim that were taken with 0 - 10 seconds remaining on the shot clock.,NA,NA,TRUE
atr2FgaFreqZoneS12,"pgps,taps,paps,tgps",TRUE,FGA%,ATR2 FGA% (10-20s) Z,At Rim FGA% (10-20s) % ATR,At The Rim FGA% (10-20s) % of ATR,NA,pos,pct,"At The Rim FGA Freq, 10 - 20 Seconds Left on Shot Clock (% of ATR)",Percentage of all shots at the rim that were taken with 10 - 20 seconds remaining on the shot clock.,NA,NA,TRUE
atr2FgaFreqZoneS23,"pgps,taps,paps,tgps",TRUE,FGA%,ATR2 FGA% (20-30s) Z,At Rim FGA% (20-30s) % ATR,At The Rim FGA% (20-30s) % of ATR,NA,pos,pct,"At The Rim FGA Freq, 20 - 30 Seconds Left on Shot Clock (% of ATR)",Percentage of all shots at the rim that were taken with 20 - 30 seconds remaining on the shot clock.,NA,NA,TRUE
atr2FgaP100,"taps,lu,oo",TRUE,FGA/100,ATR2 FGA/100,At Rim FGA / 100,At The Rim FGA / 100 Poss,NA,pos,num,At The Rim Field Goal Attempts / 100 Possessions,Field goal attempts at the rim (within 4.5 feet of the basket) per 100 possessions played.,NA,NA,TRUE
atr2FgaP40,"taps,paps,lu,oo",TRUE,FGA/40,ATR2 FGA/40,At Rim FGA / 40,At The Rim FGA / 40 Mins,NA,pos,num,At The Rim Field Goal Attempts / 40 Minutes,Field goal attempts at the rim (within 4.5 feet of the basket) per 40 minutes played.,NA,NA,TRUE
atr2FgaPg,"taps,paps",TRUE,FGA/G,ATR2 FGA/G,At Rim FGA / Game,At The Rim FGA / Game,NA,pos,num,At The Rim Field Goal Attempts / Game,Field goal attempts at the rim (within 4.5 feet of the basket) per game.,NA,NA,TRUE
atr2FgaS01,"pgps,taps,paps,tgps",TRUE,FGA,ATR2 FGA (0-10s),At Rim FGA (0-10s),At The Rim FGAs with 0-10 Secs on Shot Clock,NA,pos,int,At The Rim FGAs with 0 - 10 Seconds Left on Shot Clock,The total number of field goal attempts at the rim taken with 0 - 10 seconds remaining on the shot clock.,NA,NA,TRUE
atr2FgaS12,"pgps,taps,paps,tgps",TRUE,FGA,ATR2 FGA (10-20s),At Rim FGA (10-20s),At The Rim FGAs with 10-20 Secs on Shot Clock,NA,pos,int,At The Rim FGAs with 10 - 20 Seconds Left on Shot Clock,The total number of field goal attempts at the rim taken with 10 - 20 seconds remaining on the shot clock.,NA,NA,TRUE
atr2FgaS23,"pgps,taps,paps,tgps",TRUE,FGA,ATR2 FGA (20-30s),At Rim FGA (20-30s),At The Rim FGAs with 20-30 Secs on Shot Clock,NA,pos,int,At The Rim FGAs with 20 - 30 Seconds Left on Shot Clock,The total number of field goal attempts at the rim taken with 20 - 30 seconds remaining on the shot clock.,NA,NA,TRUE
atr2Fgm,"ppps,pgps,tpps,taps,paps,lu,tgps,oo",TRUE,FGM,ATR2 FGM,At Rim FGM,At The Rim FGM,NA,pos,int,At The Rim Field Goals Made,Field goals made at the rim (within 4.5 feet of the basket).,NA,NA,TRUE
atr2FgmA,"pgps,taps,paps,tgps",TRUE,aFGM,ATR2 aFGM,Assisted Shots At Rim,Assisted Shots At Rim,NA,pos,int,Assisted Shots At Rim,NA,The total number of assisted shots at the rim made by the team.,The total number of assisted shots at the rim made by the player.,TRUE
atr2FgmAP100,taps,TRUE,aFGM/100,ATR2 aFGM/100,Assisted Shots At Rim / 100 Poss,Assisted Shots At Rim / 100 Poss,NA,pos,num,Assisted Shots At Rim / 100 Possessions,NA,"The number of assisted shots at the rim (within 4.5 feet of the basket) made by the team, per 100 possessions played.","The number of assisted shots at the rim made by the player, per 100 possessions played.",TRUE
atr2FgmAP40,"taps,paps",TRUE,aFGM/40,ATR2 aFGM/40,Assisted Shots At Rim / 40 Mins,Assisted Shots At Rim / 40 Mins,NA,pos,num,Assisted Shots At Rim / 40 Minutes,NA,"The number of assisted shots at the rim (within 4.5 feet of the basket) made by the team, per 40 minutes played.","The number of assisted shots at the rim made by the player, per 40 minutes played.",TRUE
atr2FgmAPg,"taps,paps",TRUE,aFGM/G,ATR2 aFGM/G,Assisted Shots At Rim / Game,Assisted Shots At Rim / Game,NA,pos,num,Assisted Shots At Rim / Game,NA,"The number of assisted shots at the rim (within 4.5 feet of the basket) made by the team, per game.","The number of assisted shots at the rim made by the player, per game.",TRUE
atr2FgmS01,"pgps,taps,paps,tgps",TRUE,FGM,ATR2 FGM (0-10s),At Rim FGM (0-10s),At The Rim FGMs with 0-10 Secs on Shot Clock,NA,pos,int,At The Rim FGMs with 0 - 10 Seconds Left on Shot Clock,The total number of field goals made at the rim taken with 0 - 10 seconds remaining on the shot clock.,NA,NA,TRUE
atr2FgmS12,"pgps,taps,paps,tgps",TRUE,FGM,ATR2 FGM (10-20s),At Rim FGM (10-20s),At The Rim FGMs with 10-20 Secs on Shot Clock,NA,pos,int,At The Rim FGMs with 10 - 20 Seconds Left on Shot Clock,The total number of field goals made at the rim taken with 10 - 20 seconds remaining on the shot clock.,NA,NA,TRUE
atr2FgmS23,"pgps,taps,paps,tgps",TRUE,FGM,ATR2 FGM (20-30s),At Rim FGM (20-30s),At The Rim FGMs with 20-30 Secs on Shot Clock,NA,pos,int,At The Rim FGMs with 20 - 30 Seconds Left on Shot Clock,The total number of field goals made at the rim taken with 20 - 30 seconds remaining on the shot clock.,NA,NA,TRUE
atr2FgmU,"pgps,taps,paps,tgps",TRUE,uFGM,ATR2 uFGM,Unassisted Shots At Rim,Unassisted Shots At Rim,NA,pos,int,Unassisted Shots At Rim,NA,The total number of unassisted shots at the rim (within 4.5 feet of the basket) made by the team.,The total number of unassisted shots at the rim made by the player.,TRUE
atr2FgmUP100,taps,TRUE,uFGM/100,ATR2 uFGM/100,Unassisted Shots At Rim / 100 Poss,Unassisted Shots At Rim / 100 Poss,NA,pos,num,Unassisted Shots At Rim / 100 Possessions,NA,"The number of unassisted shots at the rim (within 4.5 feet of the basket) made by the team, per 100 possessions played.","The number of unassisted shots at the rim made by the player, per 100 possessions played.",TRUE
atr2FgmUP40,"taps,paps",TRUE,uFGM/40,ATR2 uFGM/40,Unassisted Shots At Rim / 40 Mins,Unassisted Shots At Rim / 40 Mins,NA,pos,num,Unassisted Shots At Rim / 40 Minutes,NA,"The number of unassisted shots at the rim (within 4.5 feet of the basket) made by the team, per 40 minutes played.","The number of unassisted shots at the rim made by the player, per 40 minutes played.",TRUE
atr2FgmUPg,"taps,paps",TRUE,uFGM/G,ATR2 uFGM/G,Unassisted Shots At Rim / Game,Unassisted Shots At Rim / Game,NA,pos,num,Unassisted Shots At Rim / Game,NA,"The number of unassisted shots at the rim (within 4.5 feet of the basket) made by the team, per game.","The number of unassisted shots at the rim made by the player, per game.",TRUE
atr2Orb,"taps,tgps",TRUE,ORB,ATR2 ORB,At Rim Off Rebounds,At The Rim Offensive Rebounds,NA,pos,int,At The Rim Offensive Rebounds,The total number of offensive rebounds grabbed on the team's missed shots at the rim.,NA,NA,TRUE
atr2OrbChnc,"taps,tgps",TRUE,CHNC,ATR2 ORB CHNC,At Rim Off Rebound Chances,At The Rim Offensive Rebound Chances,NA,pos,int,At The Rim Offensive Rebound Chances,The total number of offensive rebounds chances (offensive rebounds grabbed plus opponent defensive rebounds) on the team's missed shots at the rim.,NA,NA,TRUE
atr2OrbPct,"taps,tgps",TRUE,ORB%,ATR2 ORB%,At Rim Off Rebound Pct,At The Rim Offensive Rebounding Percentage,NA,pos,pct,At The Rim Offensive Rebounding Percentage,Percentage of the team's missed shots at the rim that were offensive rebounded by the team.,NA,NA,TRUE
atr2Reb,"taps,tgps",TRUE,REB,ATR2 REB,At Rim Rebounds,At The Rim Rebounds,NA,pos,int,At The Rim Rebounds,The total number of rebounds grabbed on the team's and opponent's missed shots at the rim.,NA,NA,TRUE
atr2RebChnc,"taps,tgps",TRUE,CHNC,ATR2 REB CHNC,At Rim Rebound Chances,At The Rim Rebound Chances,NA,pos,int,At The Rim Rebound Chances,The total number of rebounds chances (rebounds grabbed plus opponent rebounds) on the team's and opponent's missed shots at the rim.,NA,NA,TRUE
atr2RebPct,"taps,tgps",TRUE,REB%,ATR2 REB%,At Rim Rebound Pct,At The Rim Rebounding Percentage,NA,pos,pct,At The Rim Rebounding Percentage,Percentage of the team's and opponent's missed shots at the rim that were rebounded by the team.,NA,NA,TRUE
avgPoss,gfl,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
awayId,"tpcs,tgs,tssc,tgcs,tps",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
behindHoopFgPct,"pgps,taps,paps,tgps",TRUE,FG%,BH FG%,Behind The Hoop FG%,Behind The Hoop FG%,NA,pos,pct,Behind The Hoop Field Goal Percentage,Field goal percentage on shots taken behind the hoop.,NA,NA,TRUE
behindHoopFga,"pgps,taps,paps,tgps",TRUE,FGA,BH FGA,Behind The Hoop FGA,Behind The Hoop FGA,NA,pos,int,Behind The Hoop Field Goal Attempts,Field goal attempts taken behind the hoop.,NA,NA,TRUE
behindHoopFgaFreq,"pgps,taps,paps,tgps",TRUE,FGA%,BH FGA%,Behind The Hoop FGA%,Behind The Hoop FGA%,NA,pos,pct,Behind The Hoop Field Goal Attempt Frequency,Percentage of shots taken behind the hoop.,NA,NA,TRUE
behindHoopFgaP100,taps,TRUE,FGA/100,BH FGA/100,Behind The Hoop FGA / 100 Poss,Behind The Hoop FGA / 100 Poss,NA,pos,num,Behind The Hoop Field Goal Attempts / 100 Possessions,Field goal attempts taken behind the hoop per 100 possessions played.,NA,NA,TRUE
behindHoopFgaP40,"taps,paps",TRUE,FGA/40,BH FGA/40,Behind The Hoop FGA / 40 Mins,Behind The Hoop FGA / 40 Mins,NA,pos,num,Behind The Hoop Field Goal Attempts / 40 Minutes,Field goal attempts taken behind the hoop per 40 minutes played.,NA,NA,TRUE
behindHoopFgaPg,"taps,paps",TRUE,FGA/G,BH FGA/G,Behind The Hoop FGA / Game,Behind The Hoop FGA / Game,NA,pos,num,Behind The Hoop Field Goal Attempts / Game,Field goal attempts taken behind the hoop per game.,NA,NA,TRUE
behindHoopFgm,"pgps,taps,paps,tgps",TRUE,FGM,BH FGM,Behind The Hoop FGM,Behind The Hoop FGM,NA,pos,int,Behind The Hoop Field Goals Made,Field goals made on shots taken behind the hoop.,NA,NA,TRUE
benchPts,"tpcs,tgs,tas,tgcs,tps",TRUE,BENCH,BENCH,Bench Points,Bench Points,NA,pos,int,Bench Points,The total number of bench points.,NA,NA,TRUE
benchPtsP100,tas,TRUE,BENCH/100,BENCH/100,Bench / 100 Poss,Bench Points / 100 Poss,NA,pos,num,Bench Points / 100 Poss,An estimate of the number of bench points per 100 possessions played.,NA,NA,TRUE
benchPtsP40,tas,TRUE,BENCH/40,BENCH/40,Bench / 40 Mins,Bench Points / 40 Mins,NA,pos,num,Bench Points / 40 Mins,The number of bench points per 40 minutes played.,NA,NA,TRUE
benchPtsPg,tas,TRUE,BENCH/G,BENCH/G,Bench / Game,Bench Points / Game,NA,pos,num,Bench Points / Game,The number of bench points per game.,NA,NA,TRUE
biggestLead,"tgs,tps",TRUE,Largest Lead,Largest Lead,Largest Lead,Largest Lead,NA,pos,int,Largest Lead,The largest point difference by which a team was ahead at any point during the game.,NA,NA,TRUE
biggestLeadAgst,"tgs,tps",TRUE,Largest Deficit,Largest Deficit,Largest Deficit,Largest Deficit,NA,neg,int,Largest Deficit,The largest point difference by which a team was trailing at any point during the game.,NA,NA,TRUE
biggestLeadScore,"tgs,tps",TRUE,Largest Margin,Largest Score Margin,Largest Score Margin,Largest Score Margin,NA,pos,txt,Largest Score Margin,The score at the moment when a team had its largest lead in the game.,NA,NA,TRUE
biggestRun,"tgs,tps",TRUE,Longest Run,Longest Scoring Run,Longest Scoring Run,Longest Scoring Run,NA,pos,int,Longest Scoring Run,The longest sequence of consecutive points scored by a team without the opposing team scoring.,NA,NA,TRUE
biggestRunAgst,"tgs,tps",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
biggestRunScore,"tgs,tps",TRUE,Longest Run Score,Longest Scoring Run Score,Longest Scoring Run Score,Longest Scoring Run Score,NA,pos,txt,Longest Scoring Run Score,The score at the moment when a team had its longest scoring run in the game.,NA,NA,TRUE
blk,"pps,pgps,tpcs,tgs,pas,tssc,tas,tgcs,tps,pgs,taps,paps,tass,lu,tgps,oo",TRUE,BLK,BLK,Blocks,Blocks,NA,pos,int,Blocks,The total number of blocks.,NA,NA,TRUE
blk2,"pgps,taps,paps,tgps",TRUE,BLK2,BLK2,Blocks on 2s,Blocks on 2s,NA,pos,int,Blocks on 2s,NA,The total number of blocks by the team on opposing 2P shot attempts.,The total number of blocks by the player on opposing 2P shot attempts.,TRUE
blk2P100,taps,TRUE,BLK2/100,BLK2/100,Blocks on 2s / 100 Poss,Blocks on 2s / 100 Poss,NA,pos,num,Blocks on 2s / 100 Poss,NA,"The number of blocks by the team on opposing 2P shot attempts, per 100 possessions played.","The number of blocks by the player on opposing 2P shot attempts, per 100 possessions played.",TRUE
blk2P40,"taps,paps",TRUE,BLK2/40,BLK2/40,Blocks on 2s / 40 Mins,Blocks on 2s / 40 Mins,NA,pos,num,Blocks on 2s / 40 Mins,NA,"The number of blocks by the team on opposing 2P shot attempts, per 40 minutes played.","The number of blocks by the player on opposing 2P shot attempts, per 40 minutes played.",TRUE
blk2Pg,"taps,paps",TRUE,BLK2/G,BLK2/G,Blocks on 2s / Game,Blocks on 2s / Game,NA,pos,num,Blocks on 2s / Game,NA,"The number of blocks by the team on opposing 2P shot attempts, per game.","The number of blocks by the player on opposing 2P shot attempts, per game.",TRUE
blk3,"pgps,taps,paps,tgps",TRUE,BLK3,BLK3,Blocks on 3s,Blocks on 3s,NA,pos,int,Blocks on 3s,NA,The total number of blocks by the team on opposing 3P shot attempts.,The total number of blocks by the player on opposing 3P shot attempts.,TRUE
blk3P100,taps,TRUE,BLK3/100,BLK3/100,Blocks on 3s / 100 Poss,Blocks on 3s / 100 Poss,NA,pos,num,Blocks on 3s / 100 Poss,NA,"The number of blocks by the team on opposing 3P shot attempts, per 100 possessions played.","The number of blocks by the player on opposing 3P shot attempts, per 100 possessions played.",TRUE
blk3P40,"taps,paps",TRUE,BLK3/40,BLK3/40,Blocks on 3s / 40 Mins,Blocks on 3s / 40 Mins,NA,pos,num,Blocks on 3s / 40 Mins,NA,"The number of blocks by the team on opposing 3P shot attempts, per 40 minutes played.","The number of blocks by the player on opposing 3P shot attempts, per 40 minutes played.",TRUE
blk3Pg,"taps,paps",TRUE,BLK3/G,BLK3/G,Blocks on 3s / Game,Blocks on 3s / Game,NA,pos,num,Blocks on 3s / Game,NA,"The number of blocks by the team on opposing 3P shot attempts, per game.","The number of blocks by the player on opposing 3P shot attempts, per game.",TRUE
blkAgst,tssc,TRUE,BLK,BLK AGST,Opponent Blocks,Opponent Blocks,NA,neg,int,Opponent Blocks,The total number of blocks by the opponent.,NA,NA,TRUE
blkP100,"tas,taps,lu,oo",TRUE,BLK/100,BLK/100,Blocks / 100 Poss,Blocks / 100 Poss,NA,pos,num,Blocks / 100 Poss,An estimate of the number of blocks per 100 possessions played.,NA,NA,TRUE
blkP40,"pas,tas,taps,paps,lu,oo",TRUE,BLK/40,BLK/40,Blocks / 40 Mins,Blocks / 40 Mins,NA,pos,num,Blocks / 40 Mins,The number of blocks per 40 minutes played.,NA,NA,TRUE
blkPct,"pps,tpcs,tgs,pas,tas,tgcs,tps,pgs,lu,oo",TRUE,BLK%,BLK%,Block Pct,Block Percentage,Percentage of opponent 2PMs blocked,pos,pct,Block Percentage,NA,Percentage of the opponent's two-point field goal attempts blocked by the team.,An estimate of the percentage of opponent two-point field goal attempts blocked by the player while he was on the floor.,TRUE
blkPerPf,"pps,tpcs,tgs,pas,tas,tgcs,tps,pgs,lu,oo",TRUE,BLK/PF,BLK/PF,Blocks / PF,Blocks / Personal Foul,NA,pos,ratio,Blocks Per Personal Foul,NA,The ratio of blocks to personal fouls committed by the team.,The ratio of blocks to personal fouls committed by the player.,TRUE
blkPg,"pas,tas,taps,paps",TRUE,BLK/G,BLK/G,Blocks / Game,Blocks / Game,NA,pos,num,Blocks / Game,The number of blocks per game.,NA,NA,TRUE
blkd,"pps,tpcs,tgs,pas,tas,tgcs,tps,pgs",TRUE,BLKD,BLKD,Blocked,Blocked,NA,neg,int,Blocked,The total number of times blocked.,NA,NA,TRUE
blkdP100,tas,TRUE,BLKD/100,BLKD/100,Blocked / 100 Poss,Blocked / 100 Poss,NA,neg,num,Blocked / 100 Poss,An estimate of the number of times blocked per 100 possessions played.,NA,NA,TRUE
blkdP40,"pas,tas",TRUE,BLKD/40,BLKD/40,Blocked / 40 Mins,Blocked / 40 Mins,NA,neg,num,Blocked / 40 Mins,The number of times blocked per 40 minutes played.,NA,NA,TRUE
blkdPerFga,pas,TRUE,BLKD/FGA,BLKD/FGA,Blocked / FGA,Blocked / FGA,NA,pos,ratio,Blocked / FGA,NA,NA,The ratio of shots blocked to field goal attempts by the player.,TRUE
blkdPg,"pas,tas",TRUE,BLKD/G,BLKD/G,Blocked / Game,Blocked / Game,NA,neg,num,Blocked / Game,The number of times blocked per game.,NA,NA,TRUE
c3Ast,"pgps,paps",TRUE,AST,C3 AST,Corner 3s Assists,Corner 3s Assists,NA,pos,int,Corner 3s Assists,The total number of assists where the shooter scored a corner 3.,NA,NA,TRUE
c3AstP40,"pgps,paps",TRUE,AST/40,C3 AST/40,Corner 3s Assists / 40 Mins,Corner 3s Assists / 40 Mins,NA,pos,num,Corner 3s Assists / 40 Mins,The total number of assists per 40 minutes where the shooter scored a corner 3.,NA,NA,TRUE
